Inventory(serial number);Client(code);PartNumber;TID;MID;STATUS (sold/rent/repair);Start warranty (Date);End warranty (Date)
17150WL83160202;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174544;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154756;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160336;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17146WL83153048;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550305;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550327;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550298;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160520;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550329;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160968;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154814;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17146WL83154057;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160271;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550365;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161090;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154818;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550229;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160616;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550293;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174462;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154779;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550438;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17146WL83153572;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550201;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160876;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160327;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160977;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160590;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160951;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160400;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160498;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154749;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160384;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160544;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174393;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160584;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550350;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160187;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550347;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550199;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160337;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154812;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160976;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161135;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160517;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
16314WL25308875;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160301;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160784;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154926;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174310;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160585;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174070;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154958;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154895;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160918;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550387;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83175188;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160664;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550420;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154156;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174192;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174445;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160614;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154948;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83173974;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154634;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154766;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550205;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154699;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160496;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160909;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17146WL83154002;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154939;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160593;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154988;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160781;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160849;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154228;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154891;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154819;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154894;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174464;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550392;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550318;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160874;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550407;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154981;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154940;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550476;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550453;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154866;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154736;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154925;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550460;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161131;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160587;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550325;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160684;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160985;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160688;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17146WL83153735;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550214;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160130;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154817;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160476;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161055;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550436;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550241;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161141;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83173991;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83155977;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154846;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154928;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160375;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160890;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160330;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550361;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550212;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550285;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160345;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160283;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160313;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83173988;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160621;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161057;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550197;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161054;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83155002;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160852;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550260;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550200;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161100;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160701;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160606;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550217;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550246;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160333;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160697;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154965;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550404;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550455;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550283;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550269;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154978;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154912;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160718;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160477;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160724;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550400;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550187;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160338;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160834;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160535;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160325;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160292;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160591;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160483;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161074;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550431;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550252;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154908;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160723;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154702;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550348;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160362;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160589;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160627;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160673;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160705;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160586;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83173999;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174068;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154883;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550374;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154840;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160699;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550288;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550424;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550189;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154951;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160383;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161106;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160850;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160666;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160997;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550198;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550193;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550462;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550346;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154873;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154924;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154877;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550254;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550213;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154693;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550416;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174081;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154768;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160269;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160447;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550449;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550467;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154776;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17146WL83151487;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154794;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550457;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550458;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550291;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550188;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550451;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83161107;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550394;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154874;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550295;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550244;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550204;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550280;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550369;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550185;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83174740;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550191;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83173771;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550409;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550441;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550356;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550370;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550355;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550465;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550459;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550358;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550268;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17147WL83154828;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160281;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160358;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17150WL83160919;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83173271;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550359;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17238WL26550422;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
17153WL83173252;citi;IWL225-01P3236A;0;0;rent;23/Aug/2019;23/Aug/2020
