Inventory(serial number);Client(code);PartNumber;TID;MID;STATUS (sold/rent/repair);Start warranty (Date);End warranty (Date)
182332233221029007364461;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182352233221029007366168;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182352233221029007366175;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182352233221029007366198;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182362233221029007366328;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182352233221029007365470;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182352233221029007366257;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182352233221029007365770;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182352233221029007365974;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182532233221029007391325;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
180972233221029007212229;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
181012233221029007218898;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
181082233221029007231760;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
181272233221029007253348;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441046;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441047;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441048;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441049;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441051;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441052;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441053;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441054;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441055;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441056;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441057;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441058;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441059;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441060;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441062;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441063;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441064;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441067;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441070;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441072;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441073;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441074;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441077;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441081;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441083;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441084;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441085;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
182832233221029007441091;bni;PWF32210291D;0;0;rent;19/06/2019;19/06/2024
