Inventory(serial number);Client(code);PartNumber;TID;MID;STATUS (sold/rent/repair);Start warranty (Date);End warranty (Date)
12255CT71767804;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71767805;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71767808;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71767809;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71767810;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71767817;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71767818;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71767819;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71767820;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71767825;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71767826;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71767909;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71767939;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71767943;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71767944;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71767945;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71767946;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768021;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768022;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768024;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768196;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768197;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768198;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768199;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768205;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768206;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768209;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768212;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768216;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768218;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768219;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768228;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768229;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768230;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768231;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768238;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768251;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768252;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768269;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768271;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768286;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768287;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768288;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768304;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768305;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768306;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768307;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768325;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768327;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768344;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768345;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768360;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768364;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768373;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768397;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768411;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768413;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768422;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768423;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768437;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768438;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768439;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768440;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768446;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768447;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768448;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768449;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768458;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768459;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768460;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768461;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768465;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768467;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768468;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768469;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768478;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768479;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768480;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768481;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768485;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768487;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768488;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768496;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768498;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768499;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768500;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768512;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768513;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768514;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768515;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768523;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768524;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768525;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768526;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768527;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768528;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768529;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768530;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768531;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768532;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768553;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768554;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768571;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768572;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768573;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768574;bri;ICT220-01P1074F;0;0;sold;31/May/2013;30/May/2016
12255CT71768576;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768584;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768585;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768594;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768595;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768596;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768599;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768608;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768611;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768612;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768621;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768631;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768633;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768635;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768646;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768655;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768656;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768657;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768662;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768668;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768685;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768686;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768687;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768689;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768701;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768707;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768718;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768722;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768723;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768732;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768738;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12255CT71768749;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768751;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768754;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768759;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768768;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768781;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12255CT71768782;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71768808;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12255CT71769063;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71770926;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71773712;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774054;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774078;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774080;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774081;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774082;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774096;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774098;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774099;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774101;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774111;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774112;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774113;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774114;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774123;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774125;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774129;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774130;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774138;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774139;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774148;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774150;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774152;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774153;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774160;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774161;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774163;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774170;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774172;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774173;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774175;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774189;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774190;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774192;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774195;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774211;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774212;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774213;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774231;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774233;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774236;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774237;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774240;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774253;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774254;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774255;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774256;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774261;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774273;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774274;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774275;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774276;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774277;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774285;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774286;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774287;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774288;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774301;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774302;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774303;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774304;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774315;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774316;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774317;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774318;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774335;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774336;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774337;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774355;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774356;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774357;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774358;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774373;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256ct71774374;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774375;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774376;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774386;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774387;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774388;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774389;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774399;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774400;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774401;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774403;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774419;bri;ICT220-01P1074F;0;0;sold;12/Apr/2013;11/Apr/2016
12256CT71774420;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774421;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774426;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774443;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774444;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774445;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774452;bri;ICT220-01P1074F;0;0;sold;11/Apr/2013;10/Apr/2016
12256CT71774453;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774454;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
12256CT71774467;bri;ICT220-01P1074F;0;0;sold;17/Apr/2013;16/Apr/2016
